taxon_id,taxon_kind,scientific_name,language,common_name,source,source_priority,confidence,display_status,reviewer,notes,apply_status
taxon:birds:000023,canonical_taxon,Cygnus olor,en,Mute Swan,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000023,canonical_taxon,Cygnus olor,nl,Knobbelzwaan,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000024,canonical_taxon,Fulica atra,fr,Foulque macroule,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000024,canonical_taxon,Fulica atra,nl,Meerkoet,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000025,canonical_taxon,Gallinula chloropus,fr,Gallinule poule-d'eau,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000025,canonical_taxon,Gallinula chloropus,nl,Waterhoen,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000026,canonical_taxon,Larus michahellis,en,Yellow-legged Gull,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000026,canonical_taxon,Larus michahellis,nl,Geelpootmeeuw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000027,canonical_taxon,Larus argentatus,fr,Goéland argenté,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000027,canonical_taxon,Larus argentatus,en,European Herring Gull,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000027,canonical_taxon,Larus argentatus,nl,Zilvermeeuw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000028,canonical_taxon,Phalacrocorax carbo,fr,Grand Cormoran,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000028,canonical_taxon,Phalacrocorax carbo,nl,Aalscholver,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000029,canonical_taxon,Ardea cinerea,fr,Héron cendré,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000029,canonical_taxon,Ardea cinerea,nl,Blauwe Reiger,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000030,canonical_taxon,Egretta garzetta,fr,Aigrette garzette,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000030,canonical_taxon,Egretta garzetta,en,Little Egret,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000031,canonical_taxon,Buteo buteo,fr,Buse commune,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000031,canonical_taxon,Buteo buteo,nl,Buizerd,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000032,canonical_taxon,Accipiter nisus,en,Eurasian Sparrowhawk,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000032,canonical_taxon,Accipiter nisus,nl,Sperwer,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000033,canonical_taxon,Falco tinnunculus,nl,Torenvalk,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000034,canonical_taxon,Falco peregrinus,fr,Faucon pèlerin,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000034,canonical_taxon,Falco peregrinus,nl,Slechtvalk,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000035,canonical_taxon,Strix aluco,fr,Chat-huant,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000035,canonical_taxon,Strix aluco,en,Tawny Owl,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000035,canonical_taxon,Strix aluco,nl,Bosuil,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000036,canonical_taxon,Asio otus,fr,Hibou moyen-duc,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000036,canonical_taxon,Asio otus,nl,Ransuil,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000037,canonical_taxon,Athene noctua,fr,Chevêche d'Athéna,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000037,canonical_taxon,Athene noctua,nl,Steenuil,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000038,canonical_taxon,Picus viridis,fr,Pic vert,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000038,canonical_taxon,Picus viridis,en,Eurasian Green Woodpecker,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000038,canonical_taxon,Picus viridis,nl,Groene specht,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000039,canonical_taxon,Dendrocopos major,nl,Grote bonte specht,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000040,canonical_taxon,Dryocopus martius,fr,Pic noir,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000040,canonical_taxon,Dryocopus martius,en,Black Woodpecker,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000040,canonical_taxon,Dryocopus martius,nl,Zwarte Specht,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000041,canonical_taxon,Apus apus,fr,Martinet noir,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000041,canonical_taxon,Apus apus,en,Common Swift,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000041,canonical_taxon,Apus apus,nl,Gierzwaluw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000042,canonical_taxon,Delichon urbicum,nl,Huiszwaluw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000043,canonical_taxon,Hirundo rustica,fr,Hirondelle de cheminée,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000043,canonical_taxon,Hirundo rustica,nl,Boerenzwaluw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000044,canonical_taxon,Riparia riparia,fr,Hirondelle de rivage,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000044,canonical_taxon,Riparia riparia,nl,Oeverzwaluw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000045,canonical_taxon,Alauda arvensis,fr,Alouette des champs,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000045,canonical_taxon,Alauda arvensis,nl,Veldleeuwerik,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000047,canonical_taxon,Lanius collurio,fr,Pie-grièche écorcheur,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000047,canonical_taxon,Lanius collurio,nl,Grauwe Klauwier,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000048,canonical_taxon,Coloeus monedula,fr,Choucas des tours,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000048,canonical_taxon,Coloeus monedula,nl,Kauw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000049,canonical_taxon,Corvus frugilegus,fr,Corbeau freux,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000049,canonical_taxon,Corvus frugilegus,en,Rook,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000049,canonical_taxon,Corvus frugilegus,nl,Roek,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000070,canonical_taxon,Podiceps cristatus,fr,Grèbe huppé,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000070,canonical_taxon,Podiceps cristatus,nl,Fuut,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000079,canonical_taxon,Streptopelia decaocto,fr,Tourterelle turque,inaturalist:all_names,1,source_attested,displayable_source_attested,system/source_policy,source-attested by localized-name-apply-plan-v1,ready
taxon:birds:000079,canonical_taxon,Streptopelia decaocto,nl,Turkse Tortel,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:10069,referenced_taxon,Fringilla montifringilla,en,Brambling,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:10070,referenced_taxon,Fringilla coelebs,fr,Pinson des arbres,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:10070,referenced_taxon,Fringilla coelebs,nl,Vink,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:10325,referenced_taxon,Euphagus cyanocephalus,en,Brewer's Blackbird,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:10411,referenced_taxon,Loxia curvirostra,en,Red Crossbill,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:116802,referenced_taxon,Acrocephalus palustris,en,Marsh Warbler,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:116999,referenced_taxon,Pandion haliaetus,en,Osprey,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:117016,referenced_taxon,Phylloscopus collybita,en,Common Chiffchaff,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:117028,referenced_taxon,Phylloscopus inornatus,en,Yellow-browed Warbler,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:117097,referenced_taxon,Regulus ignicapilla,en,Common Firecrest,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:11901,referenced_taxon,Hirundo rustica,nl,Boerenzwaluw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:11941,referenced_taxon,Riparia riparia,fr,Hirondelle de rivage,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:11941,referenced_taxon,Riparia riparia,nl,Oeverzwaluw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12021,referenced_taxon,Lanius cristatus,en,Brown Shrike,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12707,referenced_taxon,Turdus pilaris,en,Fieldfare,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12716,referenced_taxon,Turdus merula,fr,Merle noir,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12716,referenced_taxon,Turdus merula,nl,Merel,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12727,referenced_taxon,Turdus migratorius,en,American Robin,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12735,referenced_taxon,Turdus viscivorus,en,Mistle Thrush,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12748,referenced_taxon,Turdus philomelos,nl,Zanglijster,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12749,referenced_taxon,Turdus iliacus,en,Redwing,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12781,referenced_taxon,Turdus fuscater,en,Great Thrush,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12878,referenced_taxon,Catharus ustulatus,en,Swainson's Thrush,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12890,referenced_taxon,Catharus guttatus,en,Hermit Thrush,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:1289470,referenced_taxon,Curruca communis,en,Common Whitethroat,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:12992,referenced_taxon,Phoenicurus phoenicurus,en,Common Redstart,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13000,referenced_taxon,Phoenicurus ochruros,fr,Rougequeue noir,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13000,referenced_taxon,Phoenicurus ochruros,en,Black Redstart,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13000,referenced_taxon,Phoenicurus ochruros,nl,Zwarte Roodstaart,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13079,referenced_taxon,Luscinia megarhynchos,en,Common Nightingale,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13094,referenced_taxon,Erithacus rubecula,nl,Roodborst,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13632,referenced_taxon,Baeolophus bicolor,en,Tufted Titmouse,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13633,referenced_taxon,Baeolophus inornatus,en,Oak Titmouse,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13688,referenced_taxon,Motacilla cinerea,en,Grey Wagtail,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13711,referenced_taxon,Anthus trivialis,en,Tree Pipit,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13729,referenced_taxon,Anthus pratensis,en,Meadow Pipit,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13851,referenced_taxon,Passer montanus,en,Eurasian Tree Sparrow,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13858,referenced_taxon,Passer domesticus,fr,Moineau domestique,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13858,referenced_taxon,Passer domesticus,nl,Huismus,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:13988,referenced_taxon,Prunella modularis,en,Dunnock,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:14076,referenced_taxon,Petronia petronia,en,Rock Sparrow,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:143853,referenced_taxon,Pica hudsonia,en,Black-billed Magpie,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144242,referenced_taxon,Picus sharpei,en,Iberian Green Woodpecker,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144243,referenced_taxon,Picus viridis,fr,Pic vert,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144243,referenced_taxon,Picus viridis,en,Eurasian Green Woodpecker,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144243,referenced_taxon,Picus viridis,nl,Groene specht,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144294,referenced_taxon,Stercorarius chilensis,en,Chilean Skua,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144455,referenced_taxon,Ardea alba,en,Great Egret,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144508,referenced_taxon,Chroicocephalus cirrocephalus,en,Gray-hooded Gull,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144510,referenced_taxon,Chroicocephalus ridibundus,en,Black-headed Gull,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144809,referenced_taxon,Poecile palustris,en,Marsh Tit,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144815,referenced_taxon,Poecile atricapillus,en,Black-capped Chickadee,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144823,referenced_taxon,Periparus ater,en,Coal Tit,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144830,referenced_taxon,Lophophanes cristatus,en,Crested Tit,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144849,referenced_taxon,Cyanistes caeruleus,fr,Mésange bleue,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144849,referenced_taxon,Cyanistes caeruleus,nl,Pimpelmees,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:144882,referenced_taxon,Troglodytes pacificus,en,Pacific Wren,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:145303,referenced_taxon,Spinus spinus,en,Eurasian Siskin,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:145310,referenced_taxon,Spinus tristis,en,American Goldfinch,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:145360,referenced_taxon,Chloris chloris,fr,Verdier d'Europe,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:145360,referenced_taxon,Chloris chloris,nl,Groenling,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:145363,referenced_taxon,Troglodytes troglodytes,fr,Troglodyte mignon,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:145363,referenced_taxon,Troglodytes troglodytes,nl,Winterkoning,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:1454382,referenced_taxon,Nannopterum auritum,en,Double-crested Cormorant,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:1455918,referenced_taxon,Spilopelia chinensis,en,Spotted Dove,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:14849,referenced_taxon,Sturnus unicolor,en,Spotless Starling,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:14850,referenced_taxon,Sturnus vulgaris,fr,Étourneau sansonnet,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:14850,referenced_taxon,Sturnus vulgaris,nl,Spreeuw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:15282,referenced_taxon,Sylvia atricapilla,fr,Fauvette à tête noire,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:15282,referenced_taxon,Sylvia atricapilla,nl,Zwartkop,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:15302,referenced_taxon,Sylvia borin,en,Garden Warbler,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:1579015,referenced_taxon,Astur gentilis,en,Eurasian Goshawk,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:1587553,referenced_taxon,Larus smithsonianus × glaucescens,en,Cook Inlet Gull,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:1667146,referenced_taxon,Anser caerulescens × Branta canadensis,en,Snow × Canada Goose,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:1667148,referenced_taxon,Anser anser × Branta canadensis,en,Greylag × Canada Goose,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:17835,referenced_taxon,Dryocopus martius,fr,Pic noir,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:17835,referenced_taxon,Dryocopus martius,en,Black Woodpecker,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:17835,referenced_taxon,Dryocopus martius,nl,Zwarte Specht,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:17871,referenced_taxon,Dendrocopos major,nl,Grote bonte specht,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:18204,referenced_taxon,Melanerpes erythrocephalus,en,Red-headed Woodpecker,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:18205,referenced_taxon,Melanerpes carolinus,en,Red-bellied Woodpecker,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:18236,referenced_taxon,Colaptes auratus,en,Northern Flicker,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:18911,referenced_taxon,Psittacula krameri,en,Rose-ringed Parakeet,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:1907,referenced_taxon,Cuculus canorus,en,Common Cuckoo,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:19898,referenced_taxon,Strix aluco,en,Tawny Owl,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:19898,referenced_taxon,Strix aluco,nl,Bosuil,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:199913,referenced_taxon,Buteo plagiatus,en,Gray Hawk,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:199916,referenced_taxon,Setophaga caerulescens,en,Black-throated Blue Warbler,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:19998,referenced_taxon,Athene noctua,fr,Chevêche d'Athéna,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:19998,referenced_taxon,Athene noctua,nl,Steenuil,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:20059,referenced_taxon,Bubo bubo,en,Eurasian Eagle-Owl,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:201035,referenced_taxon,Clanga clanga,en,Greater Spotted Eagle,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:201041,referenced_taxon,Rupornis magnirostris,en,Roadside Hawk,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:201282,referenced_taxon,Gallinula chloropus,fr,Gallinule poule-d'eau,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:201282,referenced_taxon,Gallinula chloropus,nl,Waterhoen,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:20307,referenced_taxon,Asio otus,fr,Hibou moyen-duc,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:20307,referenced_taxon,Asio otus,nl,Ransuil,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:20315,referenced_taxon,Asio flammeus,en,Short-eared Owl,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:203153,referenced_taxon,Parus major,fr,Mésange charbonnière,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:203153,referenced_taxon,Parus major,nl,Koolmees,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:20445,referenced_taxon,Tyto alba,en,Western Barn Owl,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
