priority,taxon_id,taxon_kind,scientific_name,language,existing_name,selected_candidate_name,selected_source,selected_source_priority,display_status,recommendation,conflict_status,alternatives,affected_target_count,affected_ready_target_count,relationship_occurrence_count,projected_unlock_value,reviewer,reviewed_name,review_confidence,review_source,review_notes,apply_status
P3,reftaxon:inaturalist:2938,referenced_taxon,Streptopelia turtur,en,European Turtle-Dove,European Turtle-Dove,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:2938,referenced_taxon,Streptopelia turtur,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:2969,referenced_taxon,Streptopelia decaocto,fr,Tourterelle turque,Tourterelle turque,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:2969,referenced_taxon,Streptopelia decaocto,en,Eurasian Collared-Dove,Eurasian Collared-Dove,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:2969,referenced_taxon,Streptopelia decaocto,nl,Turkse Tortel,Turkse Tortel,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3017,referenced_taxon,Columba livia,fr,Columba livia,Columba livia,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3017,referenced_taxon,Columba livia,en,Rock Pigeon,Rock Pigeon,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3017,referenced_taxon,Columba livia,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3033,referenced_taxon,Columba oenas,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3033,referenced_taxon,Columba oenas,en,Stock Dove,Stock Dove,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3033,referenced_taxon,Columba oenas,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3048,referenced_taxon,Columba palumbus,fr,Pigeon ramier,Pigeon ramier,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3048,referenced_taxon,Columba palumbus,en,Common Wood-Pigeon,Common Wood-Pigeon,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3048,referenced_taxon,Columba palumbus,nl,Houtduif,Houtduif,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3108,referenced_taxon,Patagioenas fasciata,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3108,referenced_taxon,Patagioenas fasciata,en,Band-tailed Pigeon,Band-tailed Pigeon,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3108,referenced_taxon,Patagioenas fasciata,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:326092,referenced_taxon,Anas platyrhynchos × Cairina moschata,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:326092,referenced_taxon,Anas platyrhynchos × Cairina moschata,en,Mallard × Muscovy Duck,Mallard × Muscovy Duck,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:326092,referenced_taxon,Anas platyrhynchos × Cairina moschata,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:336399,referenced_taxon,Coloeus monedula,fr,Choucas des tours,Choucas des tours,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:336399,referenced_taxon,Coloeus monedula,en,Eurasian Jackdaw,Eurasian Jackdaw,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:336399,referenced_taxon,Coloeus monedula,nl,Kauw,Kauw,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:339691,referenced_taxon,Parus cinereus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:339691,referenced_taxon,Parus cinereus,en,Asian Tit,Asian Tit,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:339691,referenced_taxon,Parus cinereus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:34,referenced_taxon,Grus americana,fr,Grus americana,Grus americana,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:34,referenced_taxon,Grus americana,en,Whooping Crane,Whooping Crane,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:34,referenced_taxon,Grus americana,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3439,referenced_taxon,Zenaida auriculata,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3439,referenced_taxon,Zenaida auriculata,en,Eared Dove,Eared Dove,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3439,referenced_taxon,Zenaida auriculata,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3454,referenced_taxon,Zenaida macroura,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3454,referenced_taxon,Zenaida macroura,en,Mourning Dove,Mourning Dove,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3454,referenced_taxon,Zenaida macroura,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:357,referenced_taxon,Gallinula tenebrosa,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:357,referenced_taxon,Gallinula tenebrosa,en,Dusky Moorhen,Dusky Moorhen,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:357,referenced_taxon,Gallinula tenebrosa,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3731,referenced_taxon,Platalea leucorodia,fr,Platalea leucorodia,Platalea leucorodia,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3731,referenced_taxon,Platalea leucorodia,en,Eurasian Spoonbill,Eurasian Spoonbill,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:3731,referenced_taxon,Platalea leucorodia,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:41,referenced_taxon,Grus grus,fr,Grus grus,Grus grus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:41,referenced_taxon,Grus grus,en,Common Crane,Common Crane,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:41,referenced_taxon,Grus grus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:410743,referenced_taxon,Anas superciliosa × platyrhynchos,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:410743,referenced_taxon,Anas superciliosa × platyrhynchos,en,Pacific Black Duck × Mallard,Pacific Black Duck × Mallard,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:410743,referenced_taxon,Anas superciliosa × platyrhynchos,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:411086,referenced_taxon,Ardea ibis,fr,Ardea ibis,Ardea ibis,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:411086,referenced_taxon,Ardea ibis,en,Western Cattle-Egret,Western Cattle-Egret,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:411086,referenced_taxon,Ardea ibis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4234,referenced_taxon,Aechmophorus clarkii,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4234,referenced_taxon,Aechmophorus clarkii,en,Clark's Grebe,Clark's Grebe,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4234,referenced_taxon,Aechmophorus clarkii,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4237,referenced_taxon,Tachybaptus ruficollis,fr,Tachybaptus ruficollis,Tachybaptus ruficollis,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4237,referenced_taxon,Tachybaptus ruficollis,en,Little Grebe,Little Grebe,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4237,referenced_taxon,Tachybaptus ruficollis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4270,referenced_taxon,Phalacrocorax carbo,fr,Grand Cormoran,Grand Cormoran,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4270,referenced_taxon,Phalacrocorax carbo,en,Great Cormorant,Great Cormorant,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4270,referenced_taxon,Phalacrocorax carbo,nl,Aalscholver,Aalscholver,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4273,referenced_taxon,Phalacrocorax sulcirostris,fr,Phalacrocorax sulcirostris,Phalacrocorax sulcirostris,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4273,referenced_taxon,Phalacrocorax sulcirostris,en,Little Black Cormorant,Little Black Cormorant,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4273,referenced_taxon,Phalacrocorax sulcirostris,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4311,referenced_taxon,Phalacrocorax fuscescens,fr,Phalacrocorax fuscescens,Phalacrocorax fuscescens,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4311,referenced_taxon,Phalacrocorax fuscescens,en,Black-faced Cormorant,Black-faced Cormorant,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4311,referenced_taxon,Phalacrocorax fuscescens,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4349,referenced_taxon,Larus hyperboreus,fr,Larus hyperboreus,Larus hyperboreus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4349,referenced_taxon,Larus hyperboreus,en,Glaucous Gull,Glaucous Gull,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4349,referenced_taxon,Larus hyperboreus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4356,referenced_taxon,Larus canus,fr,Larus canus,Larus canus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4356,referenced_taxon,Larus canus,en,Common Gull,Common Gull,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4356,referenced_taxon,Larus canus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4368,referenced_taxon,Larus marinus,fr,Larus marinus,Larus marinus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4368,referenced_taxon,Larus marinus,en,Great Black-backed Gull,Great Black-backed Gull,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4368,referenced_taxon,Larus marinus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4381,referenced_taxon,Larus fuscus,fr,Larus fuscus,Larus fuscus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4381,referenced_taxon,Larus fuscus,en,Lesser Black-backed Gull,Lesser Black-backed Gull,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4381,referenced_taxon,Larus fuscus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4389,referenced_taxon,Larus cachinnans,fr,Larus cachinnans,Larus cachinnans,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4389,referenced_taxon,Larus cachinnans,en,Caspian Gull,Caspian Gull,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4389,referenced_taxon,Larus cachinnans,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4643,referenced_taxon,Falco subbuteo,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4643,referenced_taxon,Falco subbuteo,en,Eurasian Hobby,Eurasian Hobby,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4643,referenced_taxon,Falco subbuteo,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4647,referenced_taxon,Falco peregrinus,fr,Faucon pèlerin,Faucon pèlerin,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4647,referenced_taxon,Falco peregrinus,en,Peregrine Falcon,Peregrine Falcon,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4647,referenced_taxon,Falco peregrinus,nl,Slechtvalk,Slechtvalk,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4658,referenced_taxon,Falco newtoni,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4658,referenced_taxon,Falco newtoni,en,Malagasy Kestrel,Malagasy Kestrel,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4658,referenced_taxon,Falco newtoni,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4672,referenced_taxon,Falco columbarius,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4672,referenced_taxon,Falco columbarius,en,Merlin,Merlin,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4672,referenced_taxon,Falco columbarius,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:468988,referenced_taxon,Anas platyrhynchos × acuta,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:468988,referenced_taxon,Anas platyrhynchos × acuta,en,Mallard × Northern Pintail,Mallard × Northern Pintail,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:468988,referenced_taxon,Anas platyrhynchos × acuta,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:472287,referenced_taxon,Anser anser × cygnoides,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:472287,referenced_taxon,Anser anser × cygnoides,en,Greylag × Swan Goose,Greylag × Swan Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:472287,referenced_taxon,Anser anser × cygnoides,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:472766,referenced_taxon,Falco tinnunculus,fr,Faucon crécerelle,Faucon crécerelle,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:472766,referenced_taxon,Falco tinnunculus,en,Eurasian Kestrel,Eurasian Kestrel,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:472766,referenced_taxon,Falco tinnunculus,nl,Torenvalk,Torenvalk,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:473,referenced_taxon,Fulica americana,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:473,referenced_taxon,Fulica americana,en,American Coot,American Coot,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:473,referenced_taxon,Fulica americana,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4733,referenced_taxon,Ciconia ciconia,fr,Ciconia ciconia,Ciconia ciconia,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4733,referenced_taxon,Ciconia ciconia,en,White Stork,White Stork,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4733,referenced_taxon,Ciconia ciconia,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4756,referenced_taxon,Cathartes aura,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4756,referenced_taxon,Cathartes aura,en,Turkey Vulture,Turkey Vulture,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4756,referenced_taxon,Cathartes aura,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:478,referenced_taxon,Fulica alai,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:478,referenced_taxon,Fulica alai,en,Hawaiian Coot,Hawaiian Coot,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:478,referenced_taxon,Fulica alai,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:479,referenced_taxon,Fulica ardesiaca,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:479,referenced_taxon,Fulica ardesiaca,en,Slate-colored Coot,Slate-colored Coot,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:479,referenced_taxon,Fulica ardesiaca,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:482,referenced_taxon,Fulica atra,fr,Foulque macroule,Foulque macroule,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:482,referenced_taxon,Fulica atra,en,Eurasian Coot,Eurasian Coot,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:482,referenced_taxon,Fulica atra,nl,Meerkoet,Meerkoet,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4843,referenced_taxon,Haematopus ostralegus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4843,referenced_taxon,Haematopus ostralegus,en,Eurasian Oystercatcher,Eurasian Oystercatcher,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4843,referenced_taxon,Haematopus ostralegus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4937,referenced_taxon,Egretta caerulea,fr,Egretta caerulea,Egretta caerulea,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4937,referenced_taxon,Egretta caerulea,en,Little Blue Heron,Little Blue Heron,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4937,referenced_taxon,Egretta caerulea,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4951,referenced_taxon,Ardea purpurea,fr,Ardea purpurea,Ardea purpurea,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4951,referenced_taxon,Ardea purpurea,en,Purple Heron,Purple Heron,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4951,referenced_taxon,Ardea purpurea,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4952,referenced_taxon,Ardea cocoi,fr,Ardea cocoi,Ardea cocoi,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4952,referenced_taxon,Ardea cocoi,en,Cocoi Heron,Cocoi Heron,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4952,referenced_taxon,Ardea cocoi,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4954,referenced_taxon,Ardea cinerea,fr,Héron cendré,Héron cendré,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4954,referenced_taxon,Ardea cinerea,en,Grey Heron,Grey Heron,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4954,referenced_taxon,Ardea cinerea,nl,Blauwe Reiger,Blauwe Reiger,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4956,referenced_taxon,Ardea herodias,fr,Ardea herodias,Ardea herodias,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4956,referenced_taxon,Ardea herodias,en,Great Blue Heron,Great Blue Heron,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4956,referenced_taxon,Ardea herodias,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4966,referenced_taxon,Ardea pacifica,fr,Ardea pacifica,Ardea pacifica,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4966,referenced_taxon,Ardea pacifica,en,White-necked Heron,White-necked Heron,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4966,referenced_taxon,Ardea pacifica,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
