priority,taxon_id,taxon_kind,scientific_name,language,existing_name,selected_candidate_name,selected_source,selected_source_priority,display_status,recommendation,conflict_status,alternatives,affected_target_count,affected_ready_target_count,relationship_occurrence_count,projected_unlock_value,reviewer,reviewed_name,review_confidence,review_source,review_notes,apply_status
P1,taxon:birds:000045,canonical_taxon,Alauda arvensis,en,Eurasian Skylark,Eurasian Skylark,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,1,1,1,1,,,,,,pending
P1,taxon:birds:000045,canonical_taxon,Alauda arvensis,nl,,Veldleeuwerik,inaturalist,1,displayable_source_attested,apply_source_attested_name,none,,1,1,1,1,,,,,,pending
P3,taxon:birds:000047,canonical_taxon,Lanius collurio,fr,,Pie-grièche écorcheur,inaturalist,1,displayable_source_attested,apply_source_attested_name,none,,0,0,0,0,,,,,,pending
P3,taxon:birds:000047,canonical_taxon,Lanius collurio,en,Red-backed Shrike,Red-backed Shrike,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,taxon:birds:000047,canonical_taxon,Lanius collurio,nl,,Grauwe Klauwier,inaturalist,1,displayable_source_attested,apply_source_attested_name,none,,0,0,0,0,,,,,,pending
P1,taxon:birds:000048,canonical_taxon,Coloeus monedula,fr,,Choucas des tours,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,7,7,8,0,,,,,,pending
P1,taxon:birds:000048,canonical_taxon,Coloeus monedula,en,Eurasian Jackdaw,Eurasian Jackdaw,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,7,7,8,7,,,,,,pending
P1,taxon:birds:000048,canonical_taxon,Coloeus monedula,nl,,Kauw,inaturalist,1,displayable_source_attested,apply_source_attested_name,none,,7,7,8,7,,,,,,pending
P1,taxon:birds:000049,canonical_taxon,Corvus frugilegus,fr,,Corbeau freux,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,4,4,5,0,,,,,,pending
P1,taxon:birds:000049,canonical_taxon,Corvus frugilegus,en,Rook,Rook,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,4,4,5,4,,,,,,pending
P1,taxon:birds:000049,canonical_taxon,Corvus frugilegus,nl,,Roek,inaturalist,1,displayable_source_attested,apply_source_attested_name,none,,4,4,5,4,,,,,,pending
P3,taxon:birds:000070,canonical_taxon,Podiceps cristatus,fr,,Grèbe huppé,inaturalist,1,displayable_source_attested,apply_source_attested_name,none,,0,0,0,0,,,,,,pending
P3,taxon:birds:000070,canonical_taxon,Podiceps cristatus,en,Great Crested Grebe,Great Crested Grebe,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,taxon:birds:000070,canonical_taxon,Podiceps cristatus,nl,,Fuut,inaturalist,1,displayable_source_attested,apply_source_attested_name,none,,0,0,0,0,,,,,,pending
P1,taxon:birds:000079,canonical_taxon,Streptopelia decaocto,fr,,Tourterelle turque,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,3,3,4,0,,,,,,pending
P1,taxon:birds:000079,canonical_taxon,Streptopelia decaocto,en,Eurasian Collared-Dove,Eurasian Collared-Dove,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,3,3,4,3,,,,,,pending
P1,taxon:birds:000079,canonical_taxon,Streptopelia decaocto,nl,,Turkse Tortel,inaturalist,1,displayable_source_attested,apply_source_attested_name,none,,3,3,4,3,,,,,,pending
P3,reftaxon:inaturalist:10069,referenced_taxon,Fringilla montifringilla,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10069,referenced_taxon,Fringilla montifringilla,en,Brambling,Brambling,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10069,referenced_taxon,Fringilla montifringilla,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10070,referenced_taxon,Fringilla coelebs,fr,Pinson des arbres,Pinson des arbres,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10070,referenced_taxon,Fringilla coelebs,en,Common Chaffinch,Common Chaffinch,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10070,referenced_taxon,Fringilla coelebs,nl,Vink,Vink,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10325,referenced_taxon,Euphagus cyanocephalus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10325,referenced_taxon,Euphagus cyanocephalus,en,Brewer's Blackbird,Brewer's Blackbird,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10325,referenced_taxon,Euphagus cyanocephalus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10411,referenced_taxon,Loxia curvirostra,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10411,referenced_taxon,Loxia curvirostra,en,Red Crossbill,Red Crossbill,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:10411,referenced_taxon,Loxia curvirostra,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:116802,referenced_taxon,Acrocephalus palustris,fr,Acrocephalus palustris,Acrocephalus palustris,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:116802,referenced_taxon,Acrocephalus palustris,en,Marsh Warbler,Marsh Warbler,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:116802,referenced_taxon,Acrocephalus palustris,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:116999,referenced_taxon,Pandion haliaetus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:116999,referenced_taxon,Pandion haliaetus,en,Osprey,Osprey,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:116999,referenced_taxon,Pandion haliaetus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:117016,referenced_taxon,Phylloscopus collybita,fr,Phylloscopus collybita,Phylloscopus collybita,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:117016,referenced_taxon,Phylloscopus collybita,en,Common Chiffchaff,Common Chiffchaff,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:117016,referenced_taxon,Phylloscopus collybita,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:117028,referenced_taxon,Phylloscopus inornatus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:117028,referenced_taxon,Phylloscopus inornatus,en,Yellow-browed Warbler,Yellow-browed Warbler,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:117028,referenced_taxon,Phylloscopus inornatus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:117097,referenced_taxon,Regulus ignicapilla,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:117097,referenced_taxon,Regulus ignicapilla,en,Common Firecrest,Common Firecrest,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:117097,referenced_taxon,Regulus ignicapilla,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:11901,referenced_taxon,Hirundo rustica,fr,Hirondelle rustique,Hirondelle rustique,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:11901,referenced_taxon,Hirundo rustica,en,Barn Swallow,Barn Swallow,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:11901,referenced_taxon,Hirundo rustica,nl,Boerenzwaluw,Boerenzwaluw,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:11941,referenced_taxon,Riparia riparia,fr,Hirondelle de rivage,Hirondelle de rivage,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:11941,referenced_taxon,Riparia riparia,en,Bank Swallow,Bank Swallow,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:11941,referenced_taxon,Riparia riparia,nl,Oeverzwaluw,Oeverzwaluw,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12021,referenced_taxon,Lanius cristatus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12021,referenced_taxon,Lanius cristatus,en,Brown Shrike,Brown Shrike,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12021,referenced_taxon,Lanius cristatus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12707,referenced_taxon,Turdus pilaris,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12707,referenced_taxon,Turdus pilaris,en,Fieldfare,Fieldfare,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12707,referenced_taxon,Turdus pilaris,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12716,referenced_taxon,Turdus merula,fr,Merle noir,Merle noir,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12716,referenced_taxon,Turdus merula,en,Eurasian Blackbird,Eurasian Blackbird,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12716,referenced_taxon,Turdus merula,nl,Merel,Merel,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12727,referenced_taxon,Turdus migratorius,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12727,referenced_taxon,Turdus migratorius,en,American Robin,American Robin,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12727,referenced_taxon,Turdus migratorius,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12735,referenced_taxon,Turdus viscivorus,fr,Turdus viscivorus,Turdus viscivorus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12735,referenced_taxon,Turdus viscivorus,en,Mistle Thrush,Mistle Thrush,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12735,referenced_taxon,Turdus viscivorus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12748,referenced_taxon,Turdus philomelos,fr,Grive musicienne,Grive musicienne,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12748,referenced_taxon,Turdus philomelos,en,Song Thrush,Song Thrush,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12748,referenced_taxon,Turdus philomelos,nl,Zanglijster,Zanglijster,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12749,referenced_taxon,Turdus iliacus,fr,Turdus iliacus,Turdus iliacus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12749,referenced_taxon,Turdus iliacus,en,Redwing,Redwing,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12749,referenced_taxon,Turdus iliacus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12781,referenced_taxon,Turdus fuscater,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12781,referenced_taxon,Turdus fuscater,en,Great Thrush,Great Thrush,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12781,referenced_taxon,Turdus fuscater,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12878,referenced_taxon,Catharus ustulatus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12878,referenced_taxon,Catharus ustulatus,en,Swainson's Thrush,Swainson's Thrush,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12878,referenced_taxon,Catharus ustulatus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12890,referenced_taxon,Catharus guttatus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12890,referenced_taxon,Catharus guttatus,en,Hermit Thrush,Hermit Thrush,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12890,referenced_taxon,Catharus guttatus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1289470,referenced_taxon,Curruca communis,fr,Curruca communis,Curruca communis,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1289470,referenced_taxon,Curruca communis,en,Common Whitethroat,Common Whitethroat,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1289470,referenced_taxon,Curruca communis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12992,referenced_taxon,Phoenicurus phoenicurus,fr,Phoenicurus phoenicurus,Phoenicurus phoenicurus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12992,referenced_taxon,Phoenicurus phoenicurus,en,Common Redstart,Common Redstart,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:12992,referenced_taxon,Phoenicurus phoenicurus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13000,referenced_taxon,Phoenicurus ochruros,fr,Rougequeue noir,Rougequeue noir,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13000,referenced_taxon,Phoenicurus ochruros,en,Black Redstart,Black Redstart,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13000,referenced_taxon,Phoenicurus ochruros,nl,Zwarte Roodstaart,Zwarte Roodstaart,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13079,referenced_taxon,Luscinia megarhynchos,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13079,referenced_taxon,Luscinia megarhynchos,en,Common Nightingale,Common Nightingale,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13079,referenced_taxon,Luscinia megarhynchos,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13094,referenced_taxon,Erithacus rubecula,fr,Rougegorge familier,Rougegorge familier,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13094,referenced_taxon,Erithacus rubecula,en,European Robin,European Robin,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13094,referenced_taxon,Erithacus rubecula,nl,Roodborst,Roodborst,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13632,referenced_taxon,Baeolophus bicolor,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13632,referenced_taxon,Baeolophus bicolor,en,Tufted Titmouse,Tufted Titmouse,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13632,referenced_taxon,Baeolophus bicolor,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13633,referenced_taxon,Baeolophus inornatus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13633,referenced_taxon,Baeolophus inornatus,en,Oak Titmouse,Oak Titmouse,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13633,referenced_taxon,Baeolophus inornatus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13688,referenced_taxon,Motacilla cinerea,fr,Motacilla cinerea,Motacilla cinerea,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13688,referenced_taxon,Motacilla cinerea,en,Grey Wagtail,Grey Wagtail,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13688,referenced_taxon,Motacilla cinerea,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13711,referenced_taxon,Anthus trivialis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13711,referenced_taxon,Anthus trivialis,en,Tree Pipit,Tree Pipit,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13711,referenced_taxon,Anthus trivialis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13729,referenced_taxon,Anthus pratensis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13729,referenced_taxon,Anthus pratensis,en,Meadow Pipit,Meadow Pipit,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13729,referenced_taxon,Anthus pratensis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13851,referenced_taxon,Passer montanus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13851,referenced_taxon,Passer montanus,en,Eurasian Tree Sparrow,Eurasian Tree Sparrow,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13851,referenced_taxon,Passer montanus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13858,referenced_taxon,Passer domesticus,fr,Moineau domestique,Moineau domestique,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13858,referenced_taxon,Passer domesticus,en,House Sparrow,House Sparrow,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13858,referenced_taxon,Passer domesticus,nl,Huismus,Huismus,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13988,referenced_taxon,Prunella modularis,fr,Prunella modularis,Prunella modularis,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13988,referenced_taxon,Prunella modularis,en,Dunnock,Dunnock,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:13988,referenced_taxon,Prunella modularis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:14076,referenced_taxon,Petronia petronia,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:14076,referenced_taxon,Petronia petronia,en,Rock Sparrow,Rock Sparrow,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:14076,referenced_taxon,Petronia petronia,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:143853,referenced_taxon,Pica hudsonia,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:143853,referenced_taxon,Pica hudsonia,en,Black-billed Magpie,Black-billed Magpie,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:143853,referenced_taxon,Pica hudsonia,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144242,referenced_taxon,Picus sharpei,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144242,referenced_taxon,Picus sharpei,en,Iberian Green Woodpecker,Iberian Green Woodpecker,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144242,referenced_taxon,Picus sharpei,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144243,referenced_taxon,Picus viridis,fr,Pic vert,Pic vert,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144243,referenced_taxon,Picus viridis,en,Eurasian Green Woodpecker,Eurasian Green Woodpecker,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144243,referenced_taxon,Picus viridis,nl,Groene specht,Groene specht,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144294,referenced_taxon,Stercorarius chilensis,fr,Stercorarius chilensis,Stercorarius chilensis,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144294,referenced_taxon,Stercorarius chilensis,en,Chilean Skua,Chilean Skua,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144294,referenced_taxon,Stercorarius chilensis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144455,referenced_taxon,Ardea alba,fr,Ardea alba,Ardea alba,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144455,referenced_taxon,Ardea alba,en,Great Egret,Great Egret,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144455,referenced_taxon,Ardea alba,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144508,referenced_taxon,Chroicocephalus cirrocephalus,fr,Chroicocephalus cirrocephalus,Chroicocephalus cirrocephalus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144508,referenced_taxon,Chroicocephalus cirrocephalus,en,Gray-hooded Gull,Gray-hooded Gull,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144508,referenced_taxon,Chroicocephalus cirrocephalus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144510,referenced_taxon,Chroicocephalus ridibundus,fr,Chroicocephalus ridibundus,Chroicocephalus ridibundus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
